Target,MAJORAXIS,MINORAXIS
0,108,52
0,98,41
0,102,44
0,100,42
0,103,42
0,97,34
0,108,41
0,111,44
0,104,43
0,108,48
0,93,40
0,116,46
0,100,37
0,101,47
0,99,46
0,108,41
0,89,32
0,100,44
0,106,44
0,99,37
0,89,36
0,102,44
0,100,42
0,99,38
0,90,48
0,105,50
0,95,38
0,106,39
0,107,46
0,109,46
0,94,40
0,85,38
0,101,48
0,105,47
0,90,38
0,100,45
0,101,37
0,114,52
0,108,44
0,93,42
0,102,39
0,112,46
0,92,40
0,96,51
0,110,49
0,110,49
0,107,41
0,98,44
0,97,37
0,108,52
0,97,41
0,101,44
0,103,42
0,99,34
0,107,42
0,111,44
0,103,43
0,108,48
0,94,40
0,116,46
0,101,39
0,101,48
0,99,46
0,108,41
0,87,33
0,99,44
0,106,45
0,100,37
0,104,44
0,100,42
0,99,38
0,90,48
0,105,50
0,93,38
0,106,40
0,106,46
0,109,46
0,94,41
0,85,39
0,101,48
0,104,48
0,90,38
0,99,45
0,101,37
0,113,52
0,93,43
0,101,39
0,112,47
0,92,40
0,96,51
0,111,49
0,106,41
0,98,44
0,96,38
0,109,52
0,97,42
0,102,44
0,103,43
0,99,35
0,108,42
0,111,44
0,103,43
0,107,48
0,94,40
0,115,47
0,101,40
0,102,47
0,98,46
0,108,41
0,88,33
0,100,44
0,106,45
0,98,37
0,103,44
0,101,42
0,98,38
0,90,48
0,105,49
0,93,37
0,107,40
0,106,46
0,108,46
0,95,42
0,84,39
0,101,48
0,104,48
0,90,39
0,100,45
0,100,38
0,114,51
0,94,43
0,102,39
0,112,47
0,92,40
0,96,51
0,111,49
0,107,41
0,98,45
0,96,38
0,108,52
0,97,42
0,101,45
0,104,43
0,97,35
0,108,42
0,111,44
0,104,43
0,107,48
0,93,40
0,116,46
0,102,40
0,101,47
0,99,45
0,109,41
0,89,32
0,100,44
0,105,45
0,99,37
0,102,44
0,101,42
0,99,38
0,90,48
0,105,50
0,106,40
0,107,46
0,108,46
0,94,42
0,85,39
0,100,48
0,104,48
0,89,39
0,100,45
0,101,37
0,114,52
0,94,43
0,102,40
0,111,47
0,92,40
0,97,51
0,111,49
0,106,41
0,97,45
0,97,38
0,109,52
0,97,42
0,102,45
0,104,42
0,98,35
0,108,42
0,111,44
0,104,43
0,109,48
0,94,40
0,116,47
0,102,41
0,102,48
0,108,41
0,89,33
0,99,44
0,105,45
0,99,37
0,103,43
0,101,42
0,98,38
0,90,48
0,106,49
0,106,40
0,107,46
0,108,46
0,94,43
0,85,38
0,100,48
0,104,48
0,90,39
0,100,45
0,101,38
0,114,51
0,94,43
0,101,40
0,112,47
0,92,40
0,96,51
0,110,49
0,107,42
0,97,45
0,97,39
0,109,51
0,95,42
0,102,45
0,104,43
0,98,35
0,108,42
0,110,43
0,104,43
0,108,49
0,94,40
0,116,47
0,101,41
0,101,48
0,107,41
0,88,33
0,100,44
0,106,45
0,100,37
0,103,44
0,101,42
0,98,38
0,89,48
0,105,49
0,106,40
0,107,46
0,109,46
0,95,43
0,86,39
0,99,47
0,104,48
0,90,39
0,100,45
0,100,38
0,114,51
0,94,44
0,102,40
0,112,47
0,92,40
0,96,51
0,110,49
0,107,42
0,97,45
0,97,39
0,108,52
0,96,42
0,103,45
0,103,43
0,97,35
0,108,42
0,103,43
0,108,49
0,93,41
0,116,47
0,102,41
0,102,48
0,108,41
0,88,33
0,98,44
0,105,45
0,99,38
0,102,43
0,101,42
0,98,38
0,86,40
0,105,49
0,107,40
0,107,46
0,108,46
0,94,43
0,85,39
0,104,47
0,89,39
0,99,45
0,100,38
0,114,51
0,94,43
0,101,40
0,112,47
0,91,40
0,95,51
0,110,49
0,106,42
0,98,45
0,97,39
0,96,42
0,102,45
0,104,43
0,99,35
0,108,42
0,104,42
0,109,49
0,94,40
0,116,47
0,101,42
0,102,48
0,107,41
0,88,33
0,105,45
0,99,38
0,101,43
0,101,42
0,99,38
0,105,49
0,106,40
0,107,46
0,109,46
0,95,43
0,86,39
0,104,48
0,90,39
0,100,45
0,101,39
0,114,50
0,95,44
0,102,40
0,111,48
0,92,40
0,95,51
0,109,49
0,107,42
0,97,45
0,97,39
0,96,42
0,102,45
0,103,43
0,97,35
0,108,42
0,103,42
0,108,49
0,94,40
0,116,47
0,101,42
0,102,48
0,108,41
0,89,33
0,105,45
0,100,38
0,103,43
0,101,42
0,99,38
0,105,50
0,106,40
0,107,46
0,108,46
0,95,43
0,85,39
0,104,48
0,90,39
0,101,45
0,100,38
0,114,50
0,94,44
0,102,40
0,112,48
0,92,41
0,96,50
0,110,48
0,107,42
0,97,45
0,97,40
0,96,42
0,102,46
0,103,43
0,98,35
0,106,42
0,102,42
0,109,49
0,94,41
0,116,47
0,102,42
0,102,48
0,108,41
0,89,33
0,106,45
0,99,38
0,103,43
0,101,42
0,100,38
0,104,50
0,108,40
0,107,46
0,108,46
0,95,43
0,85,39
0,104,47
0,92,39
0,99,45
0,102,38
0,94,44
0,102,40
0,112,47
0,92,41
0,95,51
0,110,48
0,107,42
0,96,45
0,97,40
0,96,42
0,102,46
0,103,43
0,98,35
0,108,42
0,101,42
0,109,49
0,94,41
0,116,47
0,102,42
0,102,48
0,109,41
0,88,33
0,105,45
0,100,38
0,103,43
0,102,43
0,99,38
0,105,49
0,106,40
0,108,46
0,108,46
0,94,43
0,85,39
0,104,47
0,92,39
0,100,45
0,101,38
0,95,44
0,102,40
0,111,47
0,92,40
0,96,50
0,110,48
0,106,42
0,97,45
0,97,40
0,96,42
0,101,46
0,103,43
0,98,36
0,107,42
0,109,49
0,94,41
0,116,47
0,102,42
0,103,48
0,108,41
0,88,33
0,105,45
0,98,37
0,103,43
0,101,43
0,98,38
0,104,49
0,107,40
0,107,46
0,108,46
0,95,44
0,86,39
0,104,47
0,91,39
0,99,45
0,101,39
0,95,44
0,102,40
0,112,48
0,92,40
0,96,51
0,108,47
0,107,42
0,97,45
0,97,40
0,95,42
0,102,46
0,104,43
0,99,36
0,107,42
0,108,49
0,95,41
0,116,47
0,102,42
0,102,48
0,107,41
0,88,34
0,105,45
0,99,37
0,103,44
0,101,42
0,99,38
0,105,48
0,107,40
0,107,46
0,108,46
0,94,43
0,85,39
0,103,47
0,91,39
0,99,45
0,101,39
0,96,44
0,101,41
0,111,48
0,92,40
0,97,51
0,106,42
0,97,45
0,97,40
0,96,41
0,102,46
0,104,44
0,99,36
0,107,42
0,108,49
0,94,41
0,116,47
0,102,42
0,102,48
0,108,41
0,88,34
0,105,45
0,99,37
0,103,44
0,100,43
0,99,38
0,104,48
0,106,41
0,107,46
0,108,46
0,95,43
0,86,38
0,103,47
0,92,39
0,99,46
0,101,39
0,95,44
0,101,40
0,112,48
0,91,41
0,96,51
0,106,42
0,97,45
0,97,40
0,95,41
0,101,46
0,103,44
0,98,36
0,107,42
0,108,49
0,94,41
0,116,47
0,103,43
0,101,48
0,106,41
0,88,34
0,105,45
0,98,37
0,103,44
0,101,43
0,98,38
0,106,41
0,107,46
0,108,46
0,95,44
0,85,39
0,103,46
0,92,39
0,99,45
0,101,39
0,95,44
0,101,40
0,112,48
0,91,40
0,96,51
0,106,42
0,97,45
0,98,40
0,94,41
0,102,46
0,104,44
0,98,36
0,107,42
0,109,49
0,95,41
0,116,47
0,102,43
0,103,47
0,88,34
0,105,45
0,98,38
0,103,43
0,101,43
0,98,38
0,107,41
0,107,46
0,108,46
0,94,44
0,85,39
0,104,46
0,91,40
0,99,45
0,101,39
0,95,44
0,102,40
0,112,48
0,92,40
0,96,51
0,107,42
0,97,45
0,97,40
0,101,46
0,103,44
0,99,36
0,107,42
0,108,49
0,94,41
0,116,47
0,102,43
0,102,47
0,89,34
0,104,45
0,98,37
0,103,43
0,102,43
0,99,38
0,107,41
0,106,46
0,107,46
0,94,44
0,86,39
0,103,45
0,92,39
0,99,45
0,101,40
0,95,44
0,101,40
0,112,48
0,91,40
0,96,51
0,106,42
0,96,45
0,97,40
0,101,46
0,103,44
0,98,36
0,107,41
0,108,49
0,94,41
0,115,47
0,102,43
0,102,46
1,90,41
1,101,52
1,94,48
1,101,46
1,100,54
1,100,56
1,98,50
1,102,56
1,98,44
1,99,47
1,106,47
1,102,42
1,94,41
1,86,46
1,102,45
1,102,42
1,97,43
1,103,52
1,112,56
1,87,48
1,99,54
1,94,47
1,103,41
1,99,50
1,84,41
1,85,45
1,97,54
1,102,52
1,109,50
1,94,56
1,99,52
1,106,50
1,93,45
1,107,59
1,92,40
1,90,48
1,107,56
1,100,40
1,93,47
1,110,51
1,96,46
1,106,48
1,65,32
1,88,47
1,91,41
1,102,52
1,100,54
1,94,48
1,102,46
1,101,56
1,98,50
1,102,55
1,97,44
1,99,47
1,105,47
1,102,42
1,96,44
1,85,46
1,102,45
1,102,42
1,96,43
1,102,52
1,112,56
1,88,49
1,98,54
1,94,47
1,102,42
1,99,50
1,84,41
1,86,45
1,73,30
1,96,54
1,102,52
1,108,50
1,93,56
1,99,51
1,106,50
1,93,44
1,108,59
1,94,40
1,92,49
1,107,56
1,101,40
1,94,47
1,109,51
1,95,46
1,88,41
1,107,48
1,88,47
1,90,41
1,101,52
1,100,54
1,94,48
1,101,46
1,101,56
1,98,50
1,102,56
1,98,44
1,98,47
1,106,47
1,103,42
1,96,46
1,86,47
1,102,45
1,103,42
1,97,43
1,102,52
1,112,56
1,88,49
1,99,54
1,94,47
1,103,42
1,98,50
1,84,41
1,86,45
1,104,37
1,97,54
1,102,52
1,108,50
1,94,56
1,98,52
1,105,50
1,93,44
1,107,59
1,93,40
1,92,49
1,106,57
1,100,41
1,93,47
1,110,51
1,95,41
1,95,46
1,106,48
1,88,47
1,91,41
1,102,52
1,95,48
1,102,46
1,100,54
1,102,56
1,98,50
1,102,55
1,97,44
1,98,47
1,105,47
1,102,43
1,97,46
1,86,48
1,102,45
1,102,42
1,98,43
1,102,52
1,113,56
1,89,50
1,98,54
1,94,47
1,102,42
1,99,50
1,84,41
1,87,45
1,107,39
1,96,54
1,102,52
1,108,50
1,95,55
1,99,51
1,106,50
1,93,44
1,108,59
1,95,40
1,91,50
1,107,56
1,101,41
1,95,47
1,109,51
1,100,41
1,96,46
1,106,48
1,88,47
1,90,41
1,101,52
1,94,48
1,101,46
1,100,54
1,102,56
1,79,44
1,98,50
1,102,56
1,97,44
1,98,47
1,105,47
1,102,42
1,97,46
1,72,34
1,86,47
1,103,45
1,102,42
1,98,43
1,102,52
1,113,56
1,89,50
1,97,54
1,95,47
1,102,42
1,98,50
1,84,41
1,86,45
1,108,40
1,96,54
1,102,52
1,108,50
1,94,56
1,100,51
1,106,50
1,93,44
1,108,59
1,95,39
1,91,50
1,91,45
1,106,57
1,99,41
1,95,47
1,109,51
1,100,43
1,96,46
1,106,49
1,87,47
1,90,41
1,102,52
1,100,54
1,94,48
1,103,46
1,102,56
1,82,46
1,98,50
1,101,56
1,99,45
1,99,47
1,105,47
1,103,43
1,97,47
1,93,40
1,86,47
1,103,45
1,101,42
1,97,43
1,103,52
1,112,56
1,89,50
1,97,54
1,94,47
1,103,42
1,98,50
1,85,41
1,86,45
1,109,41
1,96,54
1,102,52
1,109,50
1,94,56
1,51,26
1,100,51
1,105,50
1,93,44
1,108,59
1,92,40
1,92,50
1,96,46
1,106,57
1,100,42
1,94,47
1,109,51
1,100,43
1,96,46
1,107,48
1,87,47
1,90,41
1,101,52
1,101,54
1,94,48
1,102,46
1,85,46
1,101,56
1,99,50
1,102,55
1,99,44
1,98,47
1,104,47
1,102,43
1,96,47
1,93,42
1,86,48
1,102,45
1,102,42
1,98,43
1,103,52
1,113,56
1,90,50
1,97,54
1,95,47
1,77,50
1,103,42
1,97,50
1,84,41
1,86,45
1,109,41
1,96,54
1,102,52
1,109,50
1,93,56
1,106,46
1,101,51
1,94,44
1,106,50
1,108,59
1,94,40
1,92,50
1,98,47
1,107,56
1,99,42
1,95,47
1,101,44
1,109,51
1,95,47
1,106,49
1,87,48
1,90,41
1,101,52
1,101,54
1,94,48
1,103,46
1,85,46
1,102,56
1,98,51
1,102,56
1,97,45
1,98,47
1,104,47
1,102,43
1,97,48
1,94,42
1,86,48
1,102,45
1,99,43
1,101,42
1,103,52
1,112,56
1,89,50
1,95,47
1,103,53
1,103,41
1,98,50
1,84,41
1,86,45
1,110,42
1,96,54
1,102,52
1,109,50
1,94,56
1,107,47
1,100,51
1,94,45
1,106,49
1,108,59
1,95,40
1,92,50
1,99,47
1,107,56
1,100,42
1,94,47
1,102,44
1,109,51
1,96,46
1,106,49
1,105,35
1,87,47
1,90,41
1,100,55
1,94,48
1,102,46
1,86,46
1,102,56
1,98,50
1,102,56
1,97,45
1,98,47
1,102,43
1,97,48
1,94,43
1,86,48
1,102,45
1,99,43
1,103,42
1,103,52
1,112,56
1,89,50
1,95,47
1,103,54
1,103,42
1,99,50
1,83,41
1,86,45
1,110,42
1,96,54
1,102,52
1,108,50
1,94,56
1,109,47
1,100,51
1,95,45
1,105,49
1,108,59
1,94,40
1,92,50
1,99,47
1,108,56
1,100,42
1,94,48
1,101,44
1,109,51
1,96,47
1,107,49
1,108,42
1,87,47
1,91,41
1,100,54
1,94,48
1,102,46
1,87,47
1,103,56
1,99,51
1,102,56
1,76,38
1,98,44
1,98,47
1,103,43
1,98,47
1,95,44
1,71,34
1,86,47
1,103,45
1,98,43
1,101,42
1,102,52
1,112,56
1,90,50
1,96,47
1,103,55
1,104,42
1,99,50
1,85,41
1,87,44
1,110,42
1,96,54
1,103,52
1,109,51
1,94,56
1,108,48
1,99,51
1,95,44
1,108,59
1,95,40
1,92,50
1,100,47
1,108,56
1,101,42
1,94,47
1,100,45
1,108,50
1,95,47
1,107,49
1,109,44
1,87,47
1,89,41
1,100,54
1,94,48
1,88,47
1,102,46
1,103,56
1,98,51
1,102,56
1,81,39
1,98,44
1,98,47
1,104,43
1,97,48
1,94,45
1,74,36
1,86,48
1,102,45
1,102,42
1,98,43
1,103,52
1,112,56
1,90,50
1,94,46
1,104,55
1,103,43
1,100,50
1,85,41
1,87,44
1,110,42
1,96,54
1,103,51
1,109,51
1,95,56
1,109,48
1,99,51
1,94,45
1,108,59
1,94,40
1,93,50
1,100,47
1,107,57
1,101,42
1,95,47
1,101,45
1,97,46
1,106,49
1,109,45
1,88,47
1,90,41
1,100,54
1,94,48
1,87,47
1,102,46
1,102,56
1,99,51
1,102,55
1,82,40
1,98,44
1,97,47
1,103,44
1,97,48
1,94,45
1,78,37
1,85,47
1,102,46
1,102,42
1,99,43
1,102,52
1,112,56
1,89,50
1,95,46
1,105,54
1,103,42
1,99,50
1,84,41
1,86,44
1,111,42
1,95,54
1,103,52
1,86,43
1,109,51
1,95,56
1,109,48
1,99,51
1,94,45
1,108,59
1,94,40
1,72,28
1,92,50
1,100,47
1,108,57
1,100,43
1,94,47
1,102,44
1,96,47
1,106,49
1,109,46
1,87,47
1,90,41
1,100,55
1,93,48
1,87,47
1,102,46
1,103,56
1,99,51
1,102,55
1,82,40
1,96,44
1,98,47
1,103,44
1,97,48
1,94,45
1,81,38
1,86,47
1,103,46
1,102,42
1,99,43
1,103,52
1,111,56
1,90,50
1,94,47
1,105,55
1,104,43
1,99,50
1,84,41
1,86,45
1,111,42
1,96,46
1,102,52
1,108,51
1,96,55
1,110,48
1,99,51
1,95,45
1,108,59
1,95,40
1,99,40
1,92,50
1,100,48
1,107,57
1,100,43
1,95,47
1,102,45
1,95,47
1,106,49
1,110,46
1,87,48
1,90,41
1,101,54
1,93,48
1,87,46
1,102,46
1,103,56
1,99,51
1,101,55
1,84,40
1,97,45
1,97,47
1,103,43
1,98,47
1,93,46
1,81,38
1,85,46
1,103,46
1,102,42
1,99,44
1,51,34
1,102,52
1,91,50
1,95,46
1,106,54
1,105,43
1,98,50
1,85,41
1,86,45
1,110,43
1,97,48
1,102,52
1,109,51
1,95,56
1,109,48
1,99,51
1,95,45
1,107,59
1,96,40
1,104,41
1,93,50
1,100,48
1,107,57
1,100,43
1,95,47
1,102,46
1,96,47
1,106,49
1,109,46
1,92,47
1,87,48
1,90,41
1,101,54
1,94,48
1,88,47
1,102,46
1,103,55
1,100,50
1,82,40
1,98,44
1,98,48
1,103,44
1,97,48
1,95,46
1,81,39
1,85,46
1,103,46
1,102,42
1,100,43
1,89,39
1,103,52
1,90,50
1,95,47
1,105,55
1,103,43
1,99,50
1,84,41
1,86,44
1,110,43
1,96,49
1,103,52
1,108,51
1,95,56
1,110,48
1,99,51
1,95,45
1,94,40
1,104,43
1,92,50
1,100,47
1,108,57
1,100,43
1,95,47
1,102,45
1,96,47
1,106,49
1,110,46
1,98,48
1,87,48
1,87,41
1,101,55
1,93,48
1,87,47
1,102,46
1,103,55
1,99,51
1,84,41
1,97,44
1,98,48
1,103,44
1,98,47
1,90,50
1,94,46
1,83,39
1,84,45
1,103,46
1,102,42
1,99,44
1,91,41
1,102,52
1,90,50
1,94,46
1,106,54
1,103,43
1,99,50
1,85,42
1,86,45
1,110,43
1,98,49
1,102,52
1,110,51
1,95,56
1,110,48
1,98,51
1,95,45
1,96,40
1,106,43
1,92,50
1,100,48
1,107,57
1,101,44
1,95,48
1,102,45
1,96,47
1,106,49
1,110,46
1,99,48
1,88,47
1,101,55
1,94,48
1,88,47
1,102,46
1,103,55
1,99,51
1,86,46
1,83,40
1,97,45
1,98,47
1,104,44
1,98,48
1,92,50
1,94,45
1,83,39
1,102,46
1,100,42
1,99,44
1,92,42
1,103,52
1,90,50
1,94,47
1,105,55
1,103,43
1,99,50
1,86,41
1,87,44
1,111,43
1,97,49
1,103,52
1,109,51
1,95,56
1,110,49
1,98,51
1,95,45
1,94,41
1,56,39
1,107,43
1,92,50
1,100,48
1,107,57
1,101,44
1,95,48
1,103,46
1,96,48
1,109,46
1,99,49
1,88,47
1,101,55
1,93,48
1,88,47
1,102,46
1,102,56
1,100,50
1,88,47
1,84,40
1,96,45
1,98,48
1,103,44
1,97,48
1,92,50
1,94,45
1,83,39
1,103,46
1,102,42
1,99,44
1,92,42
1,102,52
1,90,50
1,95,46
1,105,54
1,103,43
1,99,50
1,84,41
1,86,44
1,110,43
1,75,41
1,98,49
1,103,52
1,109,51
1,96,56
1,110,49
1,100,50
1,95,45
1,94,41
1,89,47
1,108,43
1,94,50
1,100,48
1,107,57
1,101,44
1,96,48
1,103,46
1,98,47
1,110,46
1,99,49
1,87,47
1,101,54
1,93,48
1,87,47
1,101,46
1,103,56
1,99,51
1,87,47
1,84,40
1,95,45
1,99,48
1,104,44
1,98,48
1,92,51
1,94,46
1,82,39
1,102,46
1,103,42
1,98,44
1,92,43
1,102,52
1,90,50
1,95,46
1,105,55
1,103,44
1,99,50
1,85,41
1,87,44
1,111,43
1,88,45
1,98,50
1,103,52
1,109,51
1,95,56
1,110,48
1,98,51
1,95,45
1,94,40
1,96,48
1,106,43
1,92,50
1,100,48
1,108,57
1,101,44
1,95,48
1,103,46
1,96,48
1,109,46
1,99,49
1,87,48
1,101,55
1,93,48
1,87,47
1,102,46
1,103,55
1,99,51
1,89,47
1,84,40
1,96,44
1,97,48
1,105,44
1,97,48
1,92,51
1,95,46
1,84,39
1,103,46
1,102,42
1,99,44
1,92,44
1,55,39
1,102,51
1,91,50
1,95,47
1,106,55
1,103,44
1,100,50
1,83,42
1,87,44
1,111,43
1,90,45
1,98,50
1,103,52
1,96,56
1,110,48
1,100,50
1,95,45
1,94,41
1,97,48
1,107,43
1,94,50
1,100,48
1,108,57
1,101,44
1,94,48
1,103,46
1,98,48
1,111,46
1,100,49
1,57,38
1,88,47
1,90,47
1,100,55
1,93,49
1,101,46
1,103,55
1,100,51
1,89,47
1,84,41
1,95,44
1,98,47
1,103,44
1,98,48
1,92,51
1,95,46
1,83,39
1,103,46
1,100,42
1,98,44
1,92,44
1,67,42
1,90,50
1,95,47
1,106,54
1,104,44
1,99,50
1,84,41
1,86,44
1,110,44
1,91,46
1,98,50
1,102,52
1,95,56
1,110,49
1,99,50
1,95,45
1,95,40
1,98,49
1,106,43
1,94,50
1,100,48
1,108,57
1,99,44
1,94,48
1,103,46
1,97,48
1,111,46
1,100,49
1,87,46
1,87,48
1,88,47
1,100,55
1,92,48
1,101,46
1,103,55
1,100,51
1,89,48
1,83,41
1,95,44
1,98,48
1,89,50
1,104,44
1,98,48
1,92,51
1,94,46
1,82,40
1,102,47
1,100,42
1,99,44
1,92,44
1,97,46
1,90,50
1,95,47
1,105,55
1,103,44
1,100,50
1,84,41
1,88,44
1,110,43
1,90,46
1,98,50
1,102,52
1,95,56
1,110,49
1,100,50
1,95,45
1,94,41
1,98,49
1,107,44
1,93,50
1,101,48
1,108,57
1,100,44
1,95,48
1,104,47
1,97,48
1,109,47
1,99,49
1,97,46
1,88,48
1,81,45
1,100,55
1,93,48
1,88,47
1,101,46
1,104,55
1,99,51
1,88,48
1,84,41
1,99,48
1,97,51
1,104,44
1,97,48
1,93,51
1,94,46
1,84,40
1,103,46
1,102,42
1,99,44
1,93,44
1,100,46
1,91,50
1,96,47
1,105,55
1,103,44
1,99,50
1,84,40
1,88,44
1,61,42
1,111,44
1,91,46
1,98,50
1,103,52
1,97,56
1,110,49
1,100,50
1,95,45
1,94,41
1,99,49
1,108,43
1,92,50
1,100,48
1,108,57
1,100,43
1,95,48
1,102,47
1,98,48
1,109,47
1,100,49
1,100,47
1,87,48
1,103,47
1,100,55
1,93,48
1,87,47
1,101,46
1,103,56
1,99,52
1,89,48
1,84,41
1,98,48
1,91,52
1,104,45
1,98,48
1,93,51
1,95,46
1,84,40
1,103,46
1,100,44
1,101,42
1,93,44
1,100,47
1,91,50
1,96,47
1,105,54
1,104,44
1,100,50
1,87,44
1,89,51
1,111,44
1,91,46
1,98,50
1,101,52
1,95,56
1,110,49
1,60,35
1,100,50
1,96,45
1,94,41
1,99,49
1,108,44
1,92,50
1,100,48
1,107,58
1,77,32
1,95,48
1,102,47
1,97,48
1,109,47
1,100,50
1,100,47
1,88,48
1,104,48
1,101,47
1,100,55
1,87,47
1,103,55
1,100,51
1,88,48
1,85,41
1,98,48
1,98,52
1,104,45
1,98,49
1,93,51
1,94,46
1,84,40
1,103,46
1,100,44
1,100,42
1,93,44
1,100,47
1,91,50
1,95,47
1,105,55
1,104,44
1,100,50
1,86,44
1,96,52
1,110,44
1,91,46
1,98,51
1,102,51
1,91,47
1,96,56
1,109,49
1,99,50
1,95,45
1,94,40
1,98,49
1,107,44
1,93,50
1,100,48
1,108,57
1,95,42
1,95,48
1,103,47
1,97,48
1,110,47
1,99,49
1,101,47
1,88,48
1,104,49
1,88,47
1,101,47
1,101,55
1,103,55
1,100,52
1,88,48
1,84,41
1,98,48
1,98,51
1,103,45
1,98,48
1,93,51
1,65,33
1,94,46
1,83,40
1,102,47
1,100,44
1,100,42
1,92,44
1,101,47
1,97,39
1,92,50
1,96,47
1,104,55
1,104,44
1,100,50
1,87,43
1,97,52
1,111,44
1,91,46
1,98,50
1,102,51
1,93,47
1,96,56
1,110,49
1,101,49
1,95,45
1,93,40
1,99,49
1,108,44
1,94,50
1,101,48
1,108,57
1,98,44
1,95,48
1,103,46
1,97,48
1,109,47
1,101,49
1,101,47
1,88,48
1,106,50
1,88,47
1,101,47
1,100,55
1,103,56
1,100,52
1,88,48
1,84,41
1,97,48
1,98,51
1,104,44
1,98,49
1,94,51
1,87,44
1,94,46
1,84,40
1,103,47
1,100,44
1,100,41
1,93,44
1,101,47
1,97,41
1,92,51
1,96,47
1,104,55
1,104,44
1,100,50
1,86,43
1,99,52
1,111,44
1,91,46
1,98,51
1,102,51
1,94,48
1,96,56
1,110,49
1,99,50
1,96,45
1,99,49
1,107,44
1,94,50
1,100,48
1,109,57
1,100,44
1,94,48
1,103,47
1,97,48
1,110,47
1,100,49
1,102,47
1,88,48
1,62,45
1,105,50
1,88,47
1,101,47
1,100,55
1,103,55
1,100,52
1,89,48
1,85,41
1,97,48
1,98,52
1,104,44
1,99,49
1,93,51
1,92,44
1,94,47
1,83,40
1,103,47
1,100,44
1,93,44
1,101,47
1,99,42
1,92,51
1,97,47
1,104,55
1,104,44
1,100,50
1,99,52
1,110,45
1,91,46
1,98,51
1,102,52
1,95,48
1,95,56
1,110,49
1,98,50
1,95,45
1,99,49
1,108,44
1,93,50
1,101,48
1,108,57
1,100,45
1,95,48
1,104,47
1,98,48
1,110,48
1,100,49
1,101,47
1,88,48
1,90,48
1,105,51
1,90,47
1,101,47
1,101,55
1,103,55
1,101,52
1,89,48
1,36,34
1,84,41
1,98,48
1,94,52
1,104,44
1,99,49
1,93,52
1,93,45
1,94,46
1,83,40
1,103,47
1,100,44
1,93,45
1,100,48
1,99,43
1,92,51
1,96,47
1,105,54
1,104,44
1,100,50
1,100,52
1,112,44
1,91,46
1,106,53
1,98,51
1,102,52
1,96,48
1,95,56
1,111,49
1,98,50
1,95,45
1,99,49
1,108,44
1,93,50
1,100,48
1,108,57
1,100,45
1,94,48
1,104,47
1,98,48
1,110,48
1,101,49
1,102,47
1,88,48
1,92,48
1,105,51
1,88,48
1,101,47
1,100,55
1,99,46
1,103,55
1,100,52
1,88,48
1,84,41
1,98,48
1,94,52
1,99,49
1,93,52
1,94,44
1,95,47
1,84,40
1,103,47
1,100,44
1,93,45
1,75,32
1,100,48
1,100,43
1,92,50
1,96,47
1,104,55
1,103,44
1,100,50
1,99,52
1,111,45
1,91,47
1,109,54
1,98,51
1,103,51
1,96,48
1,96,56
1,110,49
1,98,50
1,96,45
1,99,49
1,108,44
1,93,50
1,58,40
1,100,49
1,108,57
1,100,45
1,95,48
1,104,47
1,98,48
1,110,48
1,100,50
1,102,47
1,88,48
1,92,49
1,106,51
1,90,47
1,101,47
1,98,53
1,99,47
1,104,55
1,100,52
1,89,48
1,84,41
1,97,48
1,93,52
1,98,49
1,93,51
1,94,45
1,95,46
1,83,40
1,104,47
1,100,44
1,93,45
1,96,46
1,100,48
1,99,43
1,92,51
1,95,47
1,105,54
1,103,44
1,99,50
1,100,52
1,112,45
1,91,47
1,111,55
1,99,51
1,103,51
1,95,49
1,95,56
1,111,49
1,99,50
1,98,49
1,108,44
1,85,49
1,92,50
1,101,48
1,109,57
1,101,46
1,94,48
1,104,47
1,97,48
1,111,48
1,101,49
1,102,47
1,88,48
1,93,49
1,106,51
1,88,48
1,102,47
1,100,48
1,103,55
1,101,52
1,89,48
1,84,41
1,98,48
1,92,53
1,99,49
1,94,51
1,93,45
1,95,46
1,83,41
1,103,47
1,100,45
1,93,45
1,104,46
1,101,48
1,100,44
1,92,51
1,96,47
1,105,54
1,103,44
1,100,50
1,99,52
1,111,45
1,92,47
1,109,56
1,99,51
1,103,51
1,96,49
1,95,56
1,110,49
1,98,50
1,99,49
1,109,44
1,92,50
1,94,50
1,100,49
1,108,57
1,100,46
1,104,48
1,97,48
1,110,49
1,100,50
1,55,40
1,103,47
1,88,48
1,93,49
1,106,51
1,91,47
1,101,47
1,99,48
1,104,55
1,100,52
1,88,48
1,84,41
1,97,48
1,94,52
1,99,49
1,94,51
1,94,45
1,95,46
1,84,40
1,103,47
1,100,44
1,93,45
1,104,46
1,100,48
1,100,44
1,92,51
1,95,48
1,105,54
1,100,50
1,99,53
1,112,45
1,91,47
1,110,56
1,99,51
1,103,51
1,95,49
1,95,56
1,111,49
1,99,50
1,99,49
1,107,44
1,93,50
1,93,50
1,101,48
1,108,57
1,101,46
1,105,48
1,99,48
1,110,49
1,100,49
1,86,49
1,103,47
1,87,49
1,93,49
1,106,51
1,90,47
1,101,47
1,100,48
1,103,55
1,101,52
1,88,48
1,83,41
1,98,48
1,93,53
1,99,49
1,94,51
1,93,45
1,94,47
1,84,40
1,103,47
1,100,44
1,93,45
1,105,47
1,99,48
1,100,44
1,92,51
1,96,48
1,105,54
1,99,50
1,101,53
1,110,45
1,91,47
1,110,56
1,98,51
